PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Species/Cell Type,Sex,Assay Type,Assay Code,Results,Activation,Dose Response,Panel Report,Reference,Evaluation Type
2227,363895144,7070,C1=CC(=C(C=C1C2=CC(=C(C=C2)N)Cl)Cl)N,Active,,,,Mammalian polychromatic erythrocytes,,"Micronucleus test, chromosome aberrations",MNT+,Positive,,,"EMICBACK/77345; MUTAT RES 239:29-80,1990","EMICBACK/69028; MUTAGENESIS 2:267-269,1987",Evaluation B (Post-1980)
2228,363895144,7070,C1=CC(=C(C=C1C2=CC(=C(C=C2)N)Cl)Cl)N,Active,,,,Fischer rat embryo (RLV/1706) cells,,"Cell transformation, viral enhanced",CTR+,Positive,,,"EMICBACK/50076; MUTAT RES 114:283-385,1983",,Evaluation A (Pre-1980)
2229,363895144,7070,C1=CC(=C(C=C1C2=CC(=C(C=C2)N)Cl)Cl)N,Active,,,,Syrian hamster embryo (SA7/SHE) cells,,"Cell transformation, viral enhanced",CT7+,Positive,,,"EMICBACK/50076; MUTAT RES 114:283-385,1983",,Evaluation A (Pre-1980)
2230,363895144,7070,C1=CC(=C(C=C1C2=CC(=C(C=C2)N)Cl)Cl)N,Unspecified,,,,Human diploid fibroblasts,,"Unscheduled DNA synthesis (UDS) in vitro, DNA effects",UDHT,No conclusion,,,"EMICBACK/52100; MUTAT RES 123:363-410,1983",,Evaluation A (Pre-1980)
2231,363895144,7070,C1=CC(=C(C=C1C2=CC(=C(C=C2)N)Cl)Cl)N,Active,,,,Nonhuman,,In vivo carcinogenicity studies,CCG+,Positive,,,"EMICBACK/67174; MUTAT RES 185:1-195,1987",,Evaluation A (Pre-1980)
2232,363895144,7070,C1=CC(=C(C=C1C2=CC(=C(C=C2)N)Cl)Cl)N,Active,,,,"Salmonella typhimurium (one or more of the five standard strains: TA98, TA100, TA1535, TA1537, and TA1538)",,"Histidine reverse gene mutation, Ames assay",SAL+*,Positive,With metabolic activation,,"EMICBACK/63689; MUTAT RES 168:69-240,1986","EMICBACK/21950; CANCER LETT 1:39-42,1975",Evaluation A (Pre-1980)
2233,363895145,7083,CC1=CC2=C(C=C1N)SC3=CC(=[N+](C)C)C=CC3=N2.[Cl-],Unspecified,,,,Bacillus subtilis (H17 vs M45T),,"Rec-assay, spot test, DNA effects (bacterial DNA repair)",REXT,No conclusion,,,"EMICBACK/45048; MUTAT RES 87:211-297,1981",,Evaluation A (Pre-1980)
2234,363895145,7083,CC1=CC2=C(C=C1N)SC3=CC(=[N+](C)C)C=CC3=N2.[Cl-],Unspecified,,,,Saccharomyces cerevisiae,,Mitotic recombination or gene conversion,YECT,No conclusion,,,"EMICBACK/52546; MUTAT RES 133:199-244,1984",,Evaluation A (Pre-1980)
2235,363895146,7085,CN(C)C1=CC2=C(C=C1)C=C3C=CC(=[N+](C)C)C=C3O2.[Cl-],Active,,,,Bacillus subtilis (H17 vs M45),,"Rec-assay, spot test, DNA effects (bacterial DNA repair)",REW+,Positive,,,"EMICBACK/45048; MUTAT RES 87:211-297,1981",,Evaluation A (Pre-1980)
2236,363895146,7085,CN(C)C1=CC2=C(C=C1)C=C3C=CC(=[N+](C)C)C=C3O2.[Cl-],Active,,,,Drosophila melanogaster,,Sex-linked recessive lethal gene mutation,SRL+,Positive,,,"EMICBACK/50912; MUTAT RES 123:183-279,1983",,Evaluation A (Pre-1980)
2237,363895147,7092,CC1=CC2=C(C=C1)OC(=O)C=C2,Active,,,,Nonhuman,,Chromosome aberrations in vitro,CY&+,Positive,,,"EMICBACK/41729; MUTAT RES 87:143-188,1981",,Evaluation A (Pre-1980)
2238,363895147,7092,CC1=CC2=C(C=C1)OC(=O)C=C2,Active,,,,Allium cepa,,Chromosome aberrations,ALC+D,Positive,,With dose response,"EMICBACK/48093; MUTAT RES 99:273-291,1982",,Evaluation A (Pre-1980)
2239,363895148,7095,C1=CC=C(C=C1)C2=CC=CC=C2,Active,,,,Nonhuman,,Sister-chromatid exchange (SCE) in vitro,SC2+D,Positive,,With dose response,"EMICBACK/41613; MUTAT RES 87:17-62,1981",,Evaluation A (Pre-1980)
2240,363895148,7095,C1=CC=C(C=C1)C2=CC=CC=C2,Inactive,,,,Human diploid fibroblasts,,"Unscheduled DNA synthesis (UDS) in vitro, DNA effects",UDH-,Negative,,,"EMICBACK/52100; MUTAT RES 123:363-410,1983",,Evaluation A (Pre-1980)
2241,363895148,7095,C1=CC=C(C=C1)C2=CC=CC=C2,Inactive,,,,Rat primary hepatocytes,,"Unscheduled DNA synthesis (UDS) in vitro, DNA effects",UDP-,Negative,,,"EMICBACK/52100; MUTAT RES 123:363-410,1983",,Evaluation A (Pre-1980)
2242,363895148,7095,C1=CC=C(C=C1)C2=CC=CC=C2,Inactive,,,,Saccharomyces cerevisiae,,Mitotic recombination or gene conversion,YEH-,Negative,,,"EMICBACK/52546; MUTAT RES 133:199-244,1984",,Evaluation A (Pre-1980)
2243,363895149,7097,CC(=O)OC(C1=CC=C(O1)[N+](=O)[O-])OC(=O)C,Active,,,,Nonhuman,,Sister-chromatid exchange (SCE) in vitro,SC2+,Positive,,,"EMIC/91392; Mutat Res 297:101-180,1993","EMICBACK/37571; MUTAT RES 79:345-350,1980",Evaluation B (Post-1980)
2244,363895149,7097,CC(=O)OC(C1=CC=C(O1)[N+](=O)[O-])OC(=O)C,Active,,,,Escherichia coli WP2 UVRA,,Tryptophan reverse gene mutation,WPU+,Positive,,,"EMICBACK/37490; MUTAT RES 76:169-190,1980",,Evaluation A (Pre-1980)
2245,363895149,7097,CC(=O)OC(C1=CC=C(O1)[N+](=O)[O-])OC(=O)C,Active,,,,"Salmonella typhimurium (one or more of the five standard strains: TA98, TA100, TA1535, TA1537, and TA1538)",,"Histidine reverse gene mutation, Ames assay",SAL+,Positive,,,"EMICBACK/63689; MUTAT RES 168:69-240,1986","EMICBACK/23522; CHEM BIOL INTERACT 15:69-75,1976 ; EMICBACK/24890; MUTAT RES 48:295-306,1977",Evaluation A (Pre-1980)
2246,363895150,5280460,COC1=C(C=C2C(=C1)C=CC(=O)O2)O,Active,,,,Allium cepa,,Chromosome aberrations,ALC+D,Positive,,With dose response,"EMICBACK/48093; MUTAT RES 99:273-291,1982",,Evaluation A (Pre-1980)
2247,363895151,7099,C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N,Unspecified,,,,Nonhuman,,Sister-chromatid exchange (SCE) in vivo,SC3T,No conclusion,,,EMIC/91392; Mutat Res 1993 Sep;297(2):101-80,"EMICBACK/31538; MUTAT RES 60:329-337,1979",Evaluation B (Post-1980)
2248,363895151,7099,C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N,Unspecified,,,,Nonhuman,,Sister-chromatid exchange (SCE) in vivo,SC3T,No conclusion,,,EMIC/91392; Mutat Res 1993 Sep;297(2):101-80,"EMICBACK/31538; MUTAT RES 60:329-337,1979",Evaluation B (Post-1980)
2249,363895151,7099,C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N,Active,,,,Mouse lymphoma (L5178Y) cells,,Forward gene mutation at the thymidine kinase (TK) locus; chromosome aberrations,L51+,Positive,,,"EMICBACK/50691; MUTAT RES 115:225-251,1983","EMICBACK/31144; MUTAT RES 59:61-108,1979",Evaluation A (Pre-1980)
2250,363895151,7099,C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N,Active,,,,Escherichia coli polA (W3119 vs P3478),,"Rec-assay, DNA effects (bacterial DNA repair)",RE1+,Positive,,,"EMICBACK/45048; MUTAT RES 87:211-297,1981",,Evaluation A (Pre-1980)
2251,363895151,7099,C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N,Active,,,,Nonhuman,,Sister-chromatid exchange (SCE) in vitro,SC2+D,Positive,,With dose response,"EMICBACK/41613; MUTAT RES 87:17-62,1981",,Evaluation A (Pre-1980)
2252,363895151,7099,C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N,Inactive,,,,Nonhuman,,Sister-chromatid exchange (SCE) in vivo,SC3-,Negative,,,"EMICBACK/41613; MUTAT RES 87:17-62,1981",,Evaluation A (Pre-1980)
2253,363895151,7099,C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N,Unspecified,,,,Saccharomyces cerevisiae,,Mitotic recombination or gene conversion,YECT,No conclusion,,,"EMICBACK/52546; MUTAT RES 133:199-244,1984",,Evaluation A (Pre-1980)
2254,363895151,7099,C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N,Unspecified,,,,Drosophila melanogaster,,"Aneuploidy, sex chromosome gain, chromosome aberrations",DAGT,No conclusion,,,"EMICBACK/52867; MUTAT RES 134:61-88,1984",,Evaluation A (Pre-1980)
2255,363895151,7099,C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N,Active,,,,Drosophila melanogaster,,"Aneuploidy, whole sex chromosome loss, chromosome aberrations",DAC+F,Positive,,,"EMICBACK/52867; MUTAT RES 134:61-88,1984",,Evaluation A (Pre-1980)
2256,363895151,7099,C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N,Unspecified,,,,Nonhuman,,In vivo carcinogenicity studies,CCGT,No conclusion,,,"EMICBACK/67174; MUTAT RES 185:1-195,1987",,Evaluation A (Pre-1980)
2257,363895151,7099,C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N,Unspecified,,,,Saccharomyces cerevisiae,,Mitotic recombination or gene conversion,YECT,No conclusion,,,"EMICBACK/52546; MUTAT RES 133:199-244,1984",,Evaluation A (Pre-1980)
2258,363895151,7099,C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N,Active,,,,"Salmonella typhimurium (one or more of the five standard strains: TA98, TA100, TA1535, TA1537, and TA1538)",,"Histidine reverse gene mutation, Ames assay",SAL+,Positive,,,"EMICBACK/63689; MUTAT RES 168:69-240,1986","EMICBACK/29070; MUTAT RES 53:289-296,1978 ; EMICBACK/21338; PROC NATL ACAD SCI USA 72:5135-5139,1975",Evaluation A (Pre-1980)
2259,363895152,7102,C1=CC=C(C=C1)C2=CC=C(C=C2)N,Active,,,,Nonhuman,,Sister-chromatid exchange (SCE) in vivo,SC3+,Positive,,,,"EMICBACK/48665; MUTAT RES 113:33-43,1983",Evaluation B (Post-1980)
2260,363895152,7102,C1=CC=C(C=C1)C2=CC=C(C=C2)N,Active,,,,Salmonella typhimurium,,"Forward and reverse gene mutation, body fluid assay",BFU+,Positive,,,"EMICBACK/45734; MUTAT RES 98:319-374,1982","EMICBACK/24867; CANCER RES 37:1757-1762,1977",Evaluation A (Pre-1980)
2261,363895152,7102,C1=CC=C(C=C1)C2=CC=C(C=C2)N,Active,,,,Syrian hamster embryo (SHE) cells,,"Cell transformation, clonal assay",CTC+,Positive,,,"EMICBACK/50076; MUTAT RES 114:283-385,1983",,Evaluation A (Pre-1980)
2262,363895152,7102,C1=CC=C(C=C1)C2=CC=C(C=C2)N,Active,,,,Mouse embryo (AKR/ME) cells,,Cell transformation,CTK+,Positive,,,"EMICBACK/50076; MUTAT RES 114:283-385,1983",,Evaluation A (Pre-1980)
2263,363895152,7102,C1=CC=C(C=C1)C2=CC=C(C=C2)N,Active,,,,Fischer rat embryo (RLV/1706) cells,,"Cell transformation, viral enhanced",CTR+,Positive,,,"EMICBACK/50076; MUTAT RES 114:283-385,1983",,Evaluation A (Pre-1980)
2264,363895152,7102,C1=CC=C(C=C1)C2=CC=C(C=C2)N,Active,,,,Salmonella typhimurium,,"Forward and reverse gene mutation, host-mediated assay",HMA+,Positive,,,"EMICBACK/45734; MUTAT RES 98:319-374,1982","EMICBACK/31455; JNCI J NATL CANCER INST 62:911-918,1979",Evaluation A (Pre-1980)
2265,363895152,7102,C1=CC=C(C=C1)C2=CC=C(C=C2)N,Unspecified,,,,Mammalian polychromatic erythrocytes,,"Micronucleus test, chromosome aberrations",MNTT,No conclusion,,,"EMICBACK/50890; MUTAT RES 123:61-118,1983",,Evaluation A (Pre-1980)
2266,363895152,7102,C1=CC=C(C=C1)C2=CC=C(C=C2)N,Unspecified,,,,Escherichia coli polA (W3119 vs P3478),,"Rec-assay, DNA effects (bacterial DNA repair)",RE1T,No conclusion,,,"EMICBACK/45048; MUTAT RES 87:211-297,1981",,Evaluation A (Pre-1980)
2267,363895152,7102,C1=CC=C(C=C1)C2=CC=C(C=C2)N,Active,,,,Escherichia coli polA (W3110 vs P3478),,"Rec-assay, DNA effects (bacterial DNA repair)",RE2+,Positive,,,"EMICBACK/45048; MUTAT RES 87:211-297,1981",,Evaluation A (Pre-1980)
2268,363895152,7102,C1=CC=C(C=C1)C2=CC=C(C=C2)N,Inactive,,,,Human diploid fibroblasts,,"Unscheduled DNA synthesis (UDS) in vitro, DNA effects",UDH-,Negative,,,"EMICBACK/52100; MUTAT RES 123:363-410,1983",,Evaluation A (Pre-1980)
2269,363895152,7102,C1=CC=C(C=C1)C2=CC=C(C=C2)N,Active,,,,Rat primary hepatocytes,,"Unscheduled DNA synthesis (UDS) in vitro, DNA effects",UDP+,Positive,,,"EMICBACK/52100; MUTAT RES 123:363-410,1983",,Evaluation A (Pre-1980)
2270,363895152,7102,C1=CC=C(C=C1)C2=CC=C(C=C2)N,Active,,,,Saccharomyces cerevisiae,,Mitotic recombination or gene conversion,YEH+,Positive,,,"EMICBACK/52546; MUTAT RES 133:199-244,1984",,Evaluation A (Pre-1980)
2271,363895152,7102,C1=CC=C(C=C1)C2=CC=C(C=C2)N,Active,,,,Nonhuman,,In vivo carcinogenicity studies,CCG+,Positive,,,"EMICBACK/67174; MUTAT RES 185:1-195,1987",,Evaluation A (Pre-1980)
2272,363895152,7102,C1=CC=C(C=C1)C2=CC=C(C=C2)N,Active,,,,"Salmonella typhimurium (one or more of the five standard strains: TA98, TA100, TA1535, TA1537, and TA1538)",,"Histidine reverse gene mutation, Ames assay",SAL+*,Positive,With metabolic activation,,"EMICBACK/63689; MUTAT RES 168:69-240,1986","EMICBACK/24867; CANCER RES 37:1757-1762,1977",Evaluation A (Pre-1980)
2273,363895153,7108,C1=CC=C2C(=C1)NC3=CC=CC=C3S2,Active,,,,Syrian hamster embryo (SA7/SHE) cells,,"Cell transformation, viral enhanced",CT7+,Positive,,,"EMICBACK/50076; MUTAT RES 114:283-385,1983",,Evaluation A (Pre-1980)
2274,363895154,7111,C1=CC(=CC=C1C2=CC=C(C=C2)N)N,Active,,,,Nonhuman,,Sister-chromatid exchange (SCE) in vitro,SC2+D*,Positive,With metabolic activation,With dose response,"EMIC/91392; Mutat Res 297:101-180,1993","EMICBACK/40980; PROG MUTAT RES 1:538-550,1981",Evaluation B (Post-1980)
2275,363895154,7111,C1=CC(=CC=C1C2=CC=C(C=C2)N)N,Active,,,,Nonhuman,,Sister-chromatid exchange (SCE) in vivo,SC3+,Positive,,,EMIC/91392; Mutat Res 1993 Sep;297(2):101-80,"EMICBACK/50026; MUTAT RES 108:225-238,1983",Evaluation B (Post-1980)
2276,363895154,7111,C1=CC(=CC=C1C2=CC=C(C=C2)N)N,Active,,,,Human,,Sister-chromatid exchange (SCE) in vitro,SC1+D*,Positive,With metabolic activation,With dose response,EMIC/91392; Mutat Res 1993 Sep;297(2):101-80,"EMICBACK/37545; CANCER RES 40:4775-4780,1980",Evaluation B (Post-1980)
2277,363895154,7111,C1=CC(=CC=C1C2=CC=C(C=C2)N)N,Active,,,,Syrian hamster embryo (SHE) cells,,"Cell transformation, clonal assay",CTC+,Positive,,,"EMICBACK/50076; MUTAT RES 114:283-385,1983",,Evaluation A (Pre-1980)
2278,363895154,7111,C1=CC(=CC=C1C2=CC=C(C=C2)N)N,Active,,,,Mouse embryo (AKR/ME) cells,,Cell transformation,CTK+,Positive,,,"EMICBACK/50076; MUTAT RES 114:283-385,1983",,Evaluation A (Pre-1980)
2279,363895154,7111,C1=CC(=CC=C1C2=CC=C(C=C2)N)N,Active,,,,Fischer rat embryo (RLV/1706) cells,,"Cell transformation, viral enhanced",CTR+,Positive,,,"EMICBACK/50076; MUTAT RES 114:283-385,1983",,Evaluation A (Pre-1980)
2280,363895154,7111,C1=CC(=CC=C1C2=CC=C(C=C2)N)N,Active,,,,Mammalian polychromatic erythrocytes,,"Micronucleus test, chromosome aberrations",MNT+,Positive,,,"EMICBACK/50890; MUTAT RES 123:61-118,1983",,Evaluation A (Pre-1980)
2281,363895154,7111,C1=CC(=CC=C1C2=CC=C(C=C2)N)N,Active,,,,Tradescantia species,,Gene mutation,TRM+D,Positive,,With dose response,"EMICBACK/48095; MUTAT RES 99:303-315,1982",,Evaluation A (Pre-1980)
2282,363895154,7111,C1=CC(=CC=C1C2=CC=C(C=C2)N)N,Unspecified,,,,Escherichia coli polA (W3119 vs P3478),,"Rec-assay, DNA effects (bacterial DNA repair)",RE1T,No conclusion,,,"EMICBACK/45048; MUTAT RES 87:211-297,1981",,Evaluation A (Pre-1980)
2283,363895154,7111,C1=CC(=CC=C1C2=CC=C(C=C2)N)N,Inactive,,,,Mouse,Male,Sperm morphology,SPI-,Negative,,,"EMICBACK/50126; MUTAT RES 115:1-72,1983",,Evaluation A (Pre-1980)
2284,363895154,7111,C1=CC(=CC=C1C2=CC=C(C=C2)N)N,Active,,,,Rat primary hepatocytes,,"Unscheduled DNA synthesis (UDS) in vitro, DNA effects",UDP+,Positive,,,"EMICBACK/52100; MUTAT RES 123:363-410,1983",,Evaluation A (Pre-1980)
2285,363895154,7111,C1=CC(=CC=C1C2=CC=C(C=C2)N)N,Unspecified,,,,Human diploid fibroblasts,,"Unscheduled DNA synthesis (UDS) in vitro, DNA effects",UDHT,No conclusion,,,"EMICBACK/52100; MUTAT RES 123:363-410,1983",,Evaluation A (Pre-1980)
2286,363895154,7111,C1=CC(=CC=C1C2=CC=C(C=C2)N)N,Active,,,,Nonhuman,,In vivo carcinogenicity studies,CCG+,Positive,,,"EMICBACK/67174; MUTAT RES 185:1-195,1987",,Evaluation A (Pre-1980)
2287,363895154,7111,C1=CC(=CC=C1C2=CC=C(C=C2)N)N,Active,,,,"Salmonella typhimurium (one or more of the five standard strains: TA98, TA100, TA1535, TA1537, and TA1538)",,"Histidine reverse gene mutation, Ames assay",SAL+*,Positive,With metabolic activation,,"EMICBACK/63689; MUTAT RES 168:69-240,1986","EMICBACK/21950; CANCER LETT 1:39-42,1975",Evaluation A (Pre-1980)
2288,363895155,7114,C1=CC=C(C=C1)C2=CC=C(C=C2)[N+](=O)[O-],Active,,,,Nonhuman,,Sister-chromatid exchange (SCE) in vivo,SC3+D,Positive,,With dose response,,"EMICBACK/48665; MUTAT RES 113:33-43,1983",Evaluation B (Post-1980)
2289,363895155,7114,C1=CC=C(C=C1)C2=CC=C(C=C2)[N+](=O)[O-],Active,,,,Nonhuman,,Sister-chromatid exchange (SCE) in vitro,SC2+,Positive,,,,"EMICBACK/45240; ENVIRON MUTAGEN 4:1-5,1982",Evaluation B (Post-1980)
2290,363895155,7114,C1=CC=C(C=C1)C2=CC=C(C=C2)[N+](=O)[O-],Active,,,,Syrian hamster embryo (SHE) cells,,"Cell transformation, clonal assay",CTC+,Positive,,,"EMICBACK/50076; MUTAT RES 114:283-385,1983",,Evaluation A (Pre-1980)
2291,363895155,7114,C1=CC=C(C=C1)C2=CC=C(C=C2)[N+](=O)[O-],Active,,,,Syrian hamster embryo (SA7/SHE) cells,,"Cell transformation, viral enhanced",CT7+,Positive,,,"EMICBACK/50076; MUTAT RES 114:283-385,1983",,Evaluation A (Pre-1980)
2292,363895155,7114,C1=CC=C(C=C1)C2=CC=C(C=C2)[N+](=O)[O-],Active,,,,Salmonella typhimurium,,"Forward and reverse gene mutation, host-mediated assay",HMA+,Positive,,,"EMICBACK/45734; MUTAT RES 98:319-374,1982","EMICBACK/28730; AM J CLIN NUTR 30:1921-1926,1977",Evaluation A (Pre-1980)
2293,363895155,7114,C1=CC=C(C=C1)C2=CC=C(C=C2)[N+](=O)[O-],Inactive,,,,Neurospora crassa,,"Aneuploidy, chromosome aberrations",NEN-,Negative,,,"EMICBACK/52327; MUTAT RES 133:87-134,1984",,Evaluation A (Pre-1980)
2294,363895155,7114,C1=CC=C(C=C1)C2=CC=C(C=C2)[N+](=O)[O-],Active,,,,Escherichia coli polA (W3119 vs P3478),,"Rec-assay, DNA effects (bacterial DNA repair)",RE1+,Positive,,,"EMICBACK/45048; MUTAT RES 87:211-297,1981",,Evaluation A (Pre-1980)
2295,363895155,7114,C1=CC=C(C=C1)C2=CC=C(C=C2)[N+](=O)[O-],Inactive,,,,Saccharomyces cerevisiae,,Mitotic recombination or gene conversion,YEH-,Negative,,,"EMICBACK/52546; MUTAT RES 133:199-244,1984",,Evaluation A (Pre-1980)
2296,363895155,7114,C1=CC=C(C=C1)C2=CC=C(C=C2)[N+](=O)[O-],Active,,,,Nonhuman,,In vivo carcinogenicity studies,CCG+L,Positive,,,"EMICBACK/67174; MUTAT RES 185:1-195,1987",,Evaluation A (Pre-1980)
2297,363895155,7114,C1=CC=C(C=C1)C2=CC=C(C=C2)[N+](=O)[O-],Active,,,,"Salmonella typhimurium (one or more of the five standard strains: TA98, TA100, TA1535, TA1537, and TA1538)",,"Histidine reverse gene mutation, Ames assay",SAL+,Positive,,,"EMICBACK/63689; MUTAT RES 168:69-240,1986","EMICBACK/21338; PROC NATL ACAD SCI USA 72:5135-5139,1975 ; EMICBACK/21932; PROC NATL ACAD SCI USA 72:4607-4611,1975",Evaluation A (Pre-1980)
2298,363895156,7124,C1=CC=C2C(=C1)C=CC(=N2)C(=O)O,Unspecified,,,,"Salmonella typhimurium (one or more of the five standard strains: TA98, TA100, TA1535, TA1537, and TA1538)",,"Histidine reverse gene mutation, Ames assay",SALT,No conclusion,,,"EMICBACK/63689; MUTAT RES 168:69-240,1986","EMICBACK/24603; MUTAT RES 42:335-342,1977",Evaluation A (Pre-1980)
2299,363895157,7153,CC1=C(C=CC(=C1)Cl)OC(C)C(=O)O,Active,,,,Saccharomyces cerevisiae,,Mitotic recombination or gene conversion,YEC+,Positive,,,"EMICBACK/52546; MUTAT RES 133:199-244,1984",,Evaluation A (Pre-1980)
2300,363895158,1480,C1=C(C(=CC(=C1Cl)Cl)Cl)OCC(=O)O,Active,,,,Nonhuman bone marrow,,"Chromosome aberrations, in vivo",CY#+D,Positive,,With dose response,"EMICBACK/41729; MUTAT RES 87:143-188,1981",,Evaluation A (Pre-1980)
2301,363895158,1480,C1=C(C(=CC(=C1Cl)Cl)Cl)OCC(=O)O,Unspecified,,,,"Salmonella typhimurium, Serratia marcesens",,"Forward and reverse gene mutation, host-mediated assay",HM2T,No conclusion,,,"EMICBACK/45734; MUTAT RES 98:319-374,1982","EMICBACK/14101; BIOL ZENTRALBL 91:311-325,1972",Evaluation A (Pre-1980)
2302,363895158,1480,C1=C(C(=CC(=C1Cl)Cl)Cl)OCC(=O)O,Unspecified,,,,Mammalian polychromatic erythrocytes,,"Micronucleus test, chromosome aberrations",MNTT,No conclusion,,,"EMICBACK/50890; MUTAT RES 123:61-118,1983",,Evaluation A (Pre-1980)
2303,363895158,1480,C1=C(C(=CC(=C1Cl)Cl)Cl)OCC(=O)O,Active,,,,Vicia faba,,Chromosome aberrations,VIC+,Positive,,,"EMICBACK/48092; MUTAT RES 99:257-271,1982",,Evaluation A (Pre-1980)
2304,363895158,1480,C1=C(C(=CC(=C1Cl)Cl)Cl)OCC(=O)O,Active,,,,Drosophila melanogaster,,Sex-linked recessive lethal gene mutation,SRL+,Positive,,,"EMICBACK/50912; MUTAT RES 123:183-279,1983",,Evaluation A (Pre-1980)
2305,363895158,1480,C1=C(C(=CC(=C1Cl)Cl)Cl)OCC(=O)O,Active,,,,Saccharomyces cerevisiae,,Reverse gene mutation,YER+,Positive,,,"EMICBACK/52546; MUTAT RES 133:199-244,1984",,Evaluation A (Pre-1980)
2306,363895158,1480,C1=C(C(=CC(=C1Cl)Cl)Cl)OCC(=O)O,Inactive,,,,Drosophila melanogaster,,"Aneuploidy, sex chromosome gain, chromosome aberrations",DAG-M-F,Negative,,,"EMICBACK/52867; MUTAT RES 134:61-88,1984",,Evaluation A (Pre-1980)
2307,363895158,1480,C1=C(C(=CC(=C1Cl)Cl)Cl)OCC(=O)O,Inactive,,,,Drosophila melanogaster,,"Aneuploidy, whole sex chromosome loss, chromosome aberrations",DAC-M-F,Negative,,,"EMICBACK/52867; MUTAT RES 134:61-88,1984",,Evaluation A (Pre-1980)
2308,363895159,7161,CCCCOC(=O)COC1=CC(=C(C=C1Cl)Cl)Cl,Unspecified,,,,"Salmonella typhimurium, Serratia marcesens",,"Forward and reverse gene mutation, host-mediated assay",HM2T,No conclusion,,,"EMICBACK/45734; MUTAT RES 98:319-374,1982","EMICBACK/14101; BIOL ZENTRALBL 91:311-325,1972",Evaluation A (Pre-1980)
2309,363895160,7175,CCCOC(=O)C1=CC=C(C=C1)O,Inactive,,,,"Salmonella typhimurium (one or more of the five standard strains: TA98, TA100, TA1535, TA1537, and TA1538)",,"Histidine reverse gene mutation, Ames assay",SAL-,Negative,,,"EMICBACK/63689; MUTAT RES 168:69-240,1986","EMICBACK/21338; PROC NATL ACAD SCI USA 72:5135-5139,1975",Evaluation A (Pre-1980)
2310,363895161,2727,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,Active,,,,Nonhuman,,Sister-chromatid exchange (SCE) in vivo,SC3+D,Positive,,With dose response,,"EMICBACK/34661; MUTAT RES 77:349-355,1980",Evaluation B (Post-1980)
2311,363895161,2727,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,Active,,,,Human lymphocytes,,Sister-chromatid exchange (SCE) in vivo,SCY+,Positive,,,,"EMICBACK/60216; FOOD CHEM TOXICOL 23:625-628,1985",Evaluation B (Post-1980)
2312,363895161,2727,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,Active,,,,Mammalian polychromatic erythrocytes,,"Micronucleus test, chromosome aberrations",MNT+,Positive,,,"EMICBACK/50890; MUTAT RES 123:61-118,1983",,Evaluation A (Pre-1980)
2313,363895161,2727,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,Active,,,,Nonhuman,,Sister-chromatid exchange (SCE) in vitro,SC2+D,Positive,,With dose response,"EMICBACK/41613; MUTAT RES 87:17-62,1981",,Evaluation A (Pre-1980)
2314,363895162,7187,C1=CC=C(C=C1)C(=O)OOC(=O)C2=CC=CC=C2,Unspecified,,,,Escherichia coli polA (W3119 vs P3478),,"Rec-assay, DNA effects (bacterial DNA repair)",RE1T,No conclusion,,,"EMICBACK/45048; MUTAT RES 87:211-297,1981",,Evaluation A (Pre-1980)
2315,363895163,7197,CCCC1=CC2=C(C=C1)OCO2,Active,,,,Nonhuman,,In vivo carcinogenicity studies,CCG+,Positive,,,"EMICBACK/67174; MUTAT RES 185:1-195,1987",,Evaluation A (Pre-1980)
2316,363895163,7197,CCCC1=CC2=C(C=C1)OCO2,Unspecified,,,,"Salmonella typhimurium (one or more of the five standard strains: TA98, TA100, TA1535, TA1537, and TA1538)",,"Histidine reverse gene mutation, Ames assay",SALT,No conclusion,,,"EMICBACK/63689; MUTAT RES 168:69-240,1986","EMICBACK/24870; CANCER RES 37:1883-1891,1977",Evaluation A (Pre-1980)
2317,363895164,5144,C=CCC1=CC2=C(C=C1)OCO2,Active,,,,Nonhuman,,Sister-chromatid exchange (SCE) in vitro,SC2+,Positive,,,"EMIC/91392; Mutat Res 297:101-180,1993","EMICBACK/40981; PROG MUTAT RES 1:551-559,1981",Evaluation B (Post-1980)
