Chemical,SMILES,Identificador,Results,Type,Species,Strain,Male,Female
"(8R,9S,13S,14S,17R)-17-ethynyl-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthrene-3,17-diol",C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O,5991,Positive,In Vivo,MOUSE,CD-1,sim,sim
"(8R,9S,13S,14S,17R)-17-ethynyl-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthrene-3,17-diol",C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O,5991,Positive,In Vivo,MOUSE,UNKNOWN,Não,Não
"(8R,9S,13S,14S,17R)-17-ethynyl-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthrene-3,17-diol",C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O,57-63-6,Positive,in vivo,Nonhuman,Não definido,Não,Não
"(8R,9S,13S,14S,17R)-17-ethynyl-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthrene-3,17-diol",C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O,5991,Negative,In Vivo,Rat,Sprague-Dawley,sim,sim
"(8R,9S,13S,14S,17R)-17-ethynyl-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthrene-3,17-diol",C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O,5991,Negative,In Vivo,Rat,Sprague-Dawley,sim,Não
"(8R,9S,13S,14S,17R)-17-ethynyl-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthrene-3,17-diol",C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O,5991,Positive,In Vivo,RAT,UNKNOWN,Não,Não
"(8R,9S,13S,14S,17R)-17-ethynyl-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthrene-3,17-diol;[(8R,9S,10R,13S,14S,17R)-17-ethynyl-13-methyl-3-oxo-1,2,6,7,8,9,10,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-17-yl] acetate",CC(=O)O[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@H]34)C)C#C.C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O,8015-12-1,Negative,in vivo,Rodents,Não definido,Sim,Não
"(8R,9S,13S,14S,17R)-17-ethynyl-17-hydroxy-13-methyl-1,2,4,6,7,8,9,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one",C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3CCC(=O)C4,6231,Positive,In Vivo,MOUSE,UNKNOWN,Não,Não
"(8R,9S,13S,14S,17R)-17-ethynyl-17-hydroxy-13-methyl-1,2,4,6,7,8,9,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one",C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3CCC(=O)C4,6231,Positive,In Vivo,RAT,UNKNOWN,Não,Não
"(8R,9S,13S,14S,17R)-17-ethynyl-17-hydroxy-13-methyl-1,2,4,6,7,8,9,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one;(8R,9S,13S,14S,17R)-17-ethynyl-3-methoxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-ol",C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3CCC(=O)C4.C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)OC,,Positive,in vivo,Human,Não definido,Sim,Não
"(8R,9S,13S,14S,17R)-17-ethynyl-3-methoxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-ol",C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)OC,6291,Positive,In Vivo,MOUSE,UNKNOWN,Não,Não
"(8R,9S,13S,14S,17R)-17-ethynyl-3-methoxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-ol",C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)OC,72-33-3,Positive,in vivo,Nonhuman,Não definido,Não,Não
"(8R,9S,13S,14S,17R)-17-ethynyl-3-methoxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-ol",C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)OC,6291,Positive,In Vivo,RAT,UNKNOWN,Não,Não
"(8R,9S,13S,14S,17S)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-2,3,17-triol",C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=C(C=C34)O)O,247304,Positive,In Vivo,MOUSE,CD-1,sim,sim
"(8R,9S,13S,14S,17S)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,5757,Positive,In Vivo,Rodents,UNKNOWN,Não,Não
"(8R,9S,13S,14S,17S)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,5757,Positive,In Vivo,Rodents,SYRIAN,sim,Não
"(8R,9S,13S,14S,17S)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,5757,Positive,In Vivo,MOUSE,BALB/CCRGL,sim,sim
"(8R,9S,13S,14S,17S)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,5757,Positive,In Vivo,MOUSE,UNKNOWN,Não,Não
"(8R,9S,13S,14S,17S)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,50-28-2,Positive,in vivo,Mouse,Não definido,Sim,Não
"(8R,9S,13S,14S,17S)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,50-28-2,Positive,in vivo,Nonhuman,Não definido,Não,Não
"(8R,9S,13S,14S,17S)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,5757,Positive,In Vivo,RAT,UNKNOWN,Não,Não
"(8R,9S,13S,14S,17S)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,50-28-2,Positive,in vivo,Rat,Não definido,Sim,Não
"(8R,9S,13S,14S,17S)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,4,17-triol",C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4O)O,5282360,Negative,In Vivo,Mouse,CD-1,sim,sim
"(8R,9S,13S,14S,17S)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,4,17-triol",C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4O)O,5282360,Positive,In Vivo,MOUSE,CD-1,sim,sim
"(8R,9S,13S,14S)-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthrene-3,4,17-trione",C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=O)C4=O,114862,Negative,In Vivo,RAT,STRAIN-CD,sim,sim
"(8R,9S,13S,14S)-3-hydroxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-one",C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O,5870,Positive,In Vivo,Rodents,SYRIAN,sim,Não
"(8R,9S,13S,14S)-3-hydroxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-one",C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O,5870,Positive,In Vivo,Rodents,UNKNOWN,Não,Não
"(8R,9S,13S,14S)-3-hydroxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-one",C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O,5870,Positive,In Vivo,HUMAN,UNKNOWN,Não,Não
"(8R,9S,13S,14S)-3-hydroxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-one",C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O,5870,Positive,In Vivo,MOUSE,"C3H, C3HE",sim,Não
"(8R,9S,13S,14S)-3-hydroxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-one",C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O,5870,Positive,In Vivo,MOUSE,C3R3,sim,Não
"(8R,9S,13S,14S)-3-hydroxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-one",C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O,5870,Positive,In Vivo,MOUSE,GRS,sim,sim
"(8R,9S,13S,14S)-3-hydroxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-one",C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O,5870,Positive,In Vivo,MOUSE,UNKNOWN,Não,Não
"(8R,9S,13S,14S)-3-hydroxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-one",C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O,53-16-7,Positive,in vivo,Nonhuman,Não definido,Não,Não
"(8R,9S,13S,14S)-3-hydroxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-one",C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O,5870,Positive,In Vivo,RAT,AUGUST,sim,sim
"(8R,9S,13S,14S)-3-hydroxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-one",C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O,5870,Positive,In Vivo,RAT,AXC,sim,sim
"(8R,9S,13S,14S)-3-hydroxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-one",C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O,5870,Positive,In Vivo,RAT,COPENHAGEN,sim,sim
"(8R,9S,13S,14S)-3-hydroxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-one",C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O,5870,Positive,In Vivo,RAT,F344,sim,sim
"(8R,9S,13S,14S)-3-hydroxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-one",C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O,5870,Positive,In Vivo,RAT,UNKNOWN,Não,Não
"(8S,9R,10S,13R,14R,17S)-13-ethyl-17-ethynyl-17-hydroxy-1,2,6,7,8,9,10,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one",CC[C@@]12CC[C@@H]3[C@@H]([C@H]1CC[C@@]2(C#C)O)CCC4=CC(=O)CC[C@@H]34,797-64-8,Negative,in vivo,Rodents,Não definido,Sim,Não
"(8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-one",C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O,50-24-8,Positive,in vivo,Human,Não definido,Sim,Não
"(8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-one",C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O,5755,Negative,In Vivo,RAT,SPRAGUE-DAWLEY,sim,sim
"(8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-one",C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O,5755,Positive,In Vivo,RAT,SPRAGUE-DAWLEY,sim,Não
"(8S,9S,10R,13S,14S,17R)-17-hydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-6,7,8,9,12,14,15,16-octahydrocyclopenta[a]phenanthrene-3,11-dione",C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C,5865,Negative,In Vivo,MOUSE,ICR,sim,sim
"(8S,9S,10R,13S,14S,17R)-17-hydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-6,7,8,9,12,14,15,16-octahydrocyclopenta[a]phenanthrene-3,11-dione",C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C,5865,Negative,In Vivo,MOUSE,ICR,sim,Não
"(8S,9S,10R,13S,14S,17S)-17-acetyl-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one",CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,57-83-0,Positive,in vivo,Human,Não definido,Sim,Não
"(8S,9S,10R,13S,14S,17S)-17-acetyl-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one",CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,57-83-0,Negative,in vivo,Mouse,Não definido,Sim,Não
"(8S,9S,10R,13S,14S,17S)-17-acetyl-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one",CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,5994,Positive,In Vivo,MOUSE,UNKNOWN,Não,Não
"(8S,9S,10R,13S,14S,17S)-17-acetyl-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one",CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,57-83-0,Positive,in vivo,Nonhuman,Não definido,Não,Não
"(8S,9S,11S,13S,14S,17R)-17-ethynyl-11-methoxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthrene-3,17-diol",C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O)OC,11954041,Positive,In Vivo,Rodents,SYRIAN,sim,Não
"(8S,9S,11S,13S,14S,17S)-11-methoxy-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O)OC,68568,Positive,In Vivo,Rodents,SYRIAN,sim,Não
"(8S,9S,11S,13S,14S,17S)-11,13-dimethyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",C[C@H]1C[C@]2([C@@H](CC[C@@H]2O)[C@H]3[C@H]1C4=C(CC3)C=C(C=C4)O)C,23619914,Negative,In Vivo,Rodents,SYRIAN,sim,Não
"(8S,9S,13S,14S)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthren-3-ol",C[C@@]12CCC[C@H]1[C@@H]3CCC4=C([C@H]3CC2)C=CC(=C4)O,5888,Negative,In Vivo,Rodents,SYRIAN,sim,Não
"(8S,9S)-8,9-dihydronaphtho[1,2-b]quinoline-8,9-diol",C1=CC=C2C(=C1)C=CC3=CC4=C(C=C[C@@H]([C@H]4O)O)N=C32,56842958,Positive,In Vivo,MOUSE,SWISS,sim,sim
"(8S,9S)-8,9-dihydronaphtho[1,2-b]quinoline-8,9-diol",C1=CC=C2C(=C1)C=CC3=CC4=C(C=C[C@@H]([C@H]4O)O)N=C32,56842958,Positive,In Vivo,MOUSE,SWISS,sim,Não
(9-ethylcarbazol-3-yl)azanium;chloride,CCN1C2=C(C=C(C=C2)[NH3+])C3=CC=CC=C31.[Cl-],22487,Positive,In Vivo,MOUSE,B6C3F1,sim,sim
(9-ethylcarbazol-3-yl)azanium;chloride,CCN1C2=C(C=C(C=C2)[NH3+])C3=CC=CC=C31.[Cl-],22487,Positive,In Vivo,MOUSE,B6C3F1,sim,Não
(9-ethylcarbazol-3-yl)azanium;chloride,CCN1C2=C(C=C(C=C2)[NH3+])C3=CC=CC=C31.[Cl-],22487,Positive,In Vivo,RAT,F344,sim,sim
(9-ethylcarbazol-3-yl)azanium;chloride,CCN1C2=C(C=C(C=C2)[NH3+])C3=CC=CC=C31.[Cl-],22487,Positive,In Vivo,RAT,F344,sim,Não
(carbamothioylamino)thiourea,C(=S)(N)NNC(=S)N,2724564,Negative,In Vivo,MOUSE,B6C3F1,sim,Não
(carbamothioylamino)thiourea,C(=S)(N)NNC(=S)N,2724564,Negative,In Vivo,RAT,F344,sim,sim
(carbamothioylamino)thiourea,C(=S)(N)NNC(=S)N,2724564,Negative,In Vivo,RAT,F344,sim,Não
"(E)-1-[2-[6-(2-chlorophenoxy)-5-fluoropyrimidin-4-yl]oxyphenyl]-1-(5,6-dihydro-1,4,2-dioxazin-3-yl)-N-methoxymethanimine",CO/N=C(\C1=CC=CC=C1OC2=C(C(=NC=N2)OC3=CC=CC=C3Cl)F)/C4=NOCCO4,11048796,Negative,In Vivo,Mouse,CD-1,sim,sim
"(E)-1-[2-[6-(2-chlorophenoxy)-5-fluoropyrimidin-4-yl]oxyphenyl]-1-(5,6-dihydro-1,4,2-dioxazin-3-yl)-N-methoxymethanimine",CO/N=C(\C1=CC=CC=C1OC2=C(C(=NC=N2)OC3=CC=CC=C3Cl)F)/C4=NOCCO4,11048796,Negative,In Vivo,Mouse,CD-1,sim,Não
"(E)-1-[2-[6-(2-chlorophenoxy)-5-fluoropyrimidin-4-yl]oxyphenyl]-1-(5,6-dihydro-1,4,2-dioxazin-3-yl)-N-methoxymethanimine",CO/N=C(\C1=CC=CC=C1OC2=C(C(=NC=N2)OC3=CC=CC=C3Cl)F)/C4=NOCCO4,11048796,Negative,In Vivo,Rat,Wistar,sim,Não
"(E)-1-[2-[6-(2-chlorophenoxy)-5-fluoropyrimidin-4-yl]oxyphenyl]-1-(5,6-dihydro-1,4,2-dioxazin-3-yl)-N-methoxymethanimine",CO/N=C(\C1=CC=CC=C1OC2=C(C(=NC=N2)OC3=CC=CC=C3Cl)F)/C4=NOCCO4,11048796,Positive,In Vivo,Rat,Wistar,sim,sim
(E)-1-chloroprop-1-ene,C/C=C/Cl,5284364,Positive,In Vivo,MOUSE,ICR,sim,sim
"(E)-1,3-dichloroprop-1-ene",C(/C=C/Cl)Cl,24726,Negative,In Vivo,MOUSE,B6C3F1,sim,sim
"(E)-1,3-dichloroprop-1-ene",C(/C=C/Cl)Cl,24726,Negative,In Vivo,MOUSE,B6C3F1,sim,Não
"(E)-1,3-dichloroprop-1-ene",C(/C=C/Cl)Cl,24726,Positive,In Vivo,MOUSE,B6C3F1,sim,sim
"(E)-1,3-dichloroprop-1-ene",C(/C=C/Cl)Cl,24726,Positive,In Vivo,MOUSE,B6C3F1,sim,Não
"(E)-1,3-dichloroprop-1-ene",C(/C=C/Cl)Cl,24726,Negative,In Vivo,RAT,F344,sim,sim
"(E)-1,3-dichloroprop-1-ene",C(/C=C/Cl)Cl,24726,Negative,In Vivo,RAT,F344,sim,Não
"(E)-1,3-dichloroprop-1-ene",C(/C=C/Cl)Cl,24726,Positive,In Vivo,RAT,F344,sim,sim
"(E)-1,3-dichloroprop-1-ene",C(/C=C/Cl)Cl,24726,Positive,In Vivo,RAT,F344,sim,Não
"(E)-1,4-dichlorobut-2-ene",C(/C=C/CCl)Cl,642197,Positive,In Vivo,RAT,CD,sim,Não
"(E)-1,4-dichlorobut-2-ene",C(/C=C/CCl)Cl,642197,Positive,In Vivo,Rat,CD BR,sim,sim
"(E)-1,4-dichlorobut-2-ene",C(/C=C/CCl)Cl,642197,Positive,In Vivo,Rat,CD BR,sim,Não
"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",C1=CC(=C(C=C1/C=C/C(=O)O)O)O,689043,Negative,In Vivo,MOUSE,B6C3F1,sim,sim
"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",C1=CC(=C(C=C1/C=C/C(=O)O)O)O,689043,Negative,In Vivo,MOUSE,B6C3F1,sim,Não
"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",C1=CC(=C(C=C1/C=C/C(=O)O)O)O,689043,Positive,In Vivo,MOUSE,B6C3F1,sim,sim
"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",C1=CC(=C(C=C1/C=C/C(=O)O)O)O,689043,Positive,In Vivo,MOUSE,B6C3F1,sim,Não
"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",C1=CC(=C(C=C1/C=C/C(=O)O)O)O,689043,Positive,In Vivo,RAT,F344,sim,sim
"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",C1=CC(=C(C=C1/C=C/C(=O)O)O)O,689043,Positive,In Vivo,RAT,F344,sim,Não
(E)-3-phenylprop-2-enal,C1=CC=C(C=C1)/C=C/C=O,637511,Negative,In Vivo,MOUSE,B6C3F1,sim,sim
(E)-3-phenylprop-2-enal,C1=CC=C(C=C1)/C=C/C=O,637511,Negative,In Vivo,RAT,F344,sim,sim
(E)-4-hydroxynon-2-enal,CCCCCC(/C=C/C=O)O,5283344,Negative,In Vivo,MOUSE,B6C3F1,sim,sim
(E)-4-hydroxynon-2-enal,CCCCCC(/C=C/C=O)O,5283344,Negative,In Vivo,MOUSE,B6C3F1,sim,Não
(E)-4-hydroxynon-2-enal,CCCCCC(/C=C/C=O)O,5283344,Negative,In Vivo,MOUSE,CD-1,sim,sim
(E)-4-hydroxynon-2-enal,CCCCCC(/C=C/C=O)O,5283344,Negative,In Vivo,MOUSE,CD-1,sim,Não
(E)-7-PHENYL-7-(3-PYRIDYL)-6-HEPTENOIC ACID,C1=CC=C(C=C1)C(=CCCCCC(=O)O)C2=CN=CC=C2,89667-40-3,Negative,In vivo,mouse,cd1,Não,Sim
(E)-7-PHENYL-7-(3-PYRIDYL)-6-HEPTENOIC ACID,C1=CC=C(C=C1)C(=CCCCCC(=O)O)C2=CN=CC=C2,89667-40-3,Negative,In vivo,mouse,cd1,Sim,Não
(E)-7-PHENYL-7-(3-PYRIDYL)-6-HEPTENOIC ACID,C1=CC=C(C=C1)C(=CCCCCC(=O)O)C2=CN=CC=C2,89667-40-3,Negative,In vivo,Rat,cdr,Não,Sim
(E)-7-PHENYL-7-(3-PYRIDYL)-6-HEPTENOIC ACID,C1=CC=C(C=C1)C(=CCCCCC(=O)O)C2=CN=CC=C2,89667-40-3,Negative,In vivo,Rat,cdr,Sim,Não
(E)-7-phenyl-7-pyridin-3-ylhept-6-enoic acid,C1=CC=C(C=C1)/C(=C\CCCCC(=O)O)/C2=CN=CC=C2,5284442,Negative,In Vivo,MOUSE,CD-1,sim,sim
(E)-7-phenyl-7-pyridin-3-ylhept-6-enoic acid,C1=CC=C(C=C1)/C(=C\CCCCC(=O)O)/C2=CN=CC=C2,5284442,Negative,In Vivo,MOUSE,CD-1,sim,Não
(E)-7-phenyl-7-pyridin-3-ylhept-6-enoic acid,C1=CC=C(C=C1)/C(=C\CCCCC(=O)O)/C2=CN=CC=C2,5284442,Negative,In Vivo,RAT,STRAIN-CD,sim,sim
(E)-7-phenyl-7-pyridin-3-ylhept-6-enoic acid,C1=CC=C(C=C1)/C(=C\CCCCC(=O)O)/C2=CN=CC=C2,5284442,Negative,In Vivo,RAT,STRAIN-CD,sim,Não
(E)-but-2-enal,C/C=C/C=O,447466,Negative,In Vivo,MOUSE,B6C3F1,sim,sim
(E)-but-2-enal,C/C=C/C=O,447466,Negative,In Vivo,MOUSE,B6C3F1,sim,Não
"(E)-but-2-enedioic acid;N-[3-(diethylamino)propyl]-2-(4,5-diphenylpyrazol-1-yl)acetamide",CCN(CC)CCCNC(=O)CN1C(=C(C=N1)C2=CC=CC=C2)C3=CC=CC=C3.C(=C/C(=O)O)\C(=O)O,5284403,Negative,In Vivo,RAT,SPRAGUE-DAWLEY,sim,sim
"(E)-but-2-enedioic acid;N-[3-(diethylamino)propyl]-2-(4,5-diphenylpyrazol-1-yl)acetamide",CCN(CC)CCCNC(=O)CN1C(=C(C=N1)C2=CC=CC=C2)C3=CC=CC=C3.C(=C/C(=O)O)\C(=O)O,5284403,Negative,In Vivo,RAT,SPRAGUE-DAWLEY,sim,Não
"(E)-N-(3-methyl-1,1-dioxo-1,4-thiazinan-4-yl)-1-(5-nitrofuran-2-yl)methanimine",CC1CS(=O)(=O)CCN1/N=C/C2=CC=C(O2)[N+](=O)[O-],6842999,Positive,In Vivo,MOUSE,SWISS,sim,sim
(N-6)-(METHYLNITROSO)ADENINE,CN(C1=NC=NC2=C1NC=N2)N=O,---,Positive,In vivo,mouse,scd,Sim,Não
