Chemical,SMILES,Identificador,Results,Type
"1,4,5,8-tetraaminoanthracene-9,10-dione",C1=CC(=C2C(=C1N)C(=O)C3=C(C=CC(=C3C2=O)N)N)N,17190,Positive,In Vivo
"1,4,5,8-tetrahydroxy-2-methylanthracene-9,10-dione",CC1=CC(=C2C(=C1O)C(=O)C3=C(C=CC(=C3C2=O)O)O)O,476-43-7,Positive,in vitro
"1,5-dibromopentane",C(CCBr)CCBr,111-24-0,Positive,in vitro
"1,5-dichloro-4,8-dihydroxyanthracene-9,10-dione",C1=CC(=C2C(=C1O)C(=O)C3=C(C=CC(=C3C2=O)O)Cl)Cl,6837-97-4,Positive,in vitro
"1,5-dimethyl-2-phenylpyrazol-3-one",CC1=CC(=O)N(N1C)C2=CC=CC=C2,2206,Positive,In Vivo
"1,5-dimethyl-2-phenylpyrazol-3-one",CC1=CC(=O)N(N1C)C2=CC=CC=C2,60-80-0,Negative,in vitro
"1,5-Naphthalenediamine",C1=CC2=C(C=CC=C2N)C(=C1)N,2243-62-1,Positive,in vitro
"1,5,7,8,9,10,10-heptachlorotricyclo[5.2.1.02,6]deca-3,8-diene",C1=CC(C2C1C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl,3589,Positive,In Vivo
"1,5,7,8,9,10,10-heptachlorotricyclo[5.2.1.02,6]deca-3,8-diene",C1=CC(C2C1C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl,76-44-8,Positive,in vivo
"1,5,7,8,9,10,10-heptachlorotricyclo[5.2.1.02,6]deca-3,8-diene",C1=CC(C2C1C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl,3589,Negative,In Vivo
"1,5,7,8,9,10,10-heptachlorotricyclo[5.2.1.02,6]deca-3,8-diene",C1=CC(C2C1C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl,76-44-8,Positive,in vitro
"1,6-dihydroxy-3-methyl-8-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyanthracene-9,10-dione",CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,23313-21-5,Positive,in vitro
"1,6-dinitrobenzo[a]pyrene",C1=CC=C2C(=C1)C3=C4C(=C2[N+](=O)[O-])C=CC5=C4C(=C(C=C5)[N+](=O)[O-])C=C3,86386,Negative,In Vivo
"1,6-dinitropyrene",C1=CC2=C(C=CC3=C2C4=C1C=CC(=C4C=C3)[N+](=O)[O-])[N+](=O)[O-],39184,Positive,In Vivo
"1,6-Dinitropyrene",C1=CC2=C(C=CC3=C2C4=C1C=CC(=C4C=C3)[N+](=O)[O-])[N+](=O)[O-],42397-64-8,Positive,in vitro
"1,7-dihydropurin-6-one",C1=NC2=C(N1)C(=O)NC=N2,1246820-04-1,Negative,in vitro
"1,7-dimethylpurin-6-one",CN1C=NC2=C1C(=O)N(C=N2)C,,Negative,in vitro
"1,7-Phenanthroline",C1=CC2=C(C3=C(C=C2)N=CC=C3)N=C1,230-46-6,Positive,in vitro
"1,7,12-trimethylbenzo[a]anthracene",CC1=C2C(=CC=C1)C=CC3=C(C4=CC=CC=C4C(=C32)C)C,,Negative,in vitro
"1,8-didiazooctane-2,7-dione",C(CCC(=O)C=[N+]=[N-])CC(=O)C=[N+]=[N-],1448-16-4,Negative,in vitro
"1,8-dihydroxy-10H-anthracen-9-one",C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=CC=C3O,1143-38-0,Negative,in vitro
"1,8-dihydroxy-3-methoxy-6-methylanthracene-9,10-dione",CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)OC,521-61-9,Positive,in vitro
"1,8-dihydroxy-3-methyl-6-[(3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyanthracene-9,10-dione",C[C@H]1[C@@H]([C@H]([C@H](C(O1)OC2=CC3=C(C(=C2)O)C(=O)C4=C(C3=O)C=C(C=C4O)C)O)O)O,69686-05-01,Positive,in vitro
"1,8-dihydroxyanthracene-9,10-dione",C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O,2950,Positive,In Vivo
"1,8-dinitropyrene",C1=CC2=C3C(=C(C=C2)[N+](=O)[O-])C=CC4=C(C=CC1=C43)[N+](=O)[O-],39185,Positive,In Vivo
"1,8-Dinitropyrene",C1=CC2=C3C(=C(C=C2)[N+](=O)[O-])C=CC4=C(C=CC1=C43)[N+](=O)[O-],42397-65-9,Positive,in vitro
"1,9,10,11,12,12-hexachloro-4,6-dioxa-5lambda4-thiatricyclo[7.2.1.02,8]dodec-10-ene 5-oxide",C1C2C(COS(=O)O1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,3224,Negative,In Vivo
1'-ACETOXYSAFROLE,CC(=O)OC(C=C)C1=CC2=C(C=C1)OCO2,34627-78-6,Negative,In vivo
1'-ACETOXYSAFROLE,CC(=O)OC(C=C)C1=CC2=C(C=C1)OCO2,34627-78-6,Positive,In vivo
1'-Acetoxysafrole,CC(=O)OC(C=C)C1=CC2=C(C=C1)OCO2,34627-78-6,Positive,in vitro
1'-HYDROXYESTRAGOLE,COC1=CC=C(C=C1)C(C=C)O,51410-44-7,Positive,In vivo
1'-HYDROXYSAFROLE,C=CC(C1=CC2=C(C=C1)OCO2)O,5208-87-7,Positive,In vivo
1'-OXOSAFROLE,C=CC(=O)C1=CC2=C(C=C1)OCO2,30418-53-2,Negative,In vivo
10-[2-(1-methylpiperidin-2-yl)ethyl]-2-methylsulfanylphenothiazine,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC,50-52-2,Positive,in vitro
10-[2-(1-methylpiperidin-2-yl)ethyl]-2-methylsulfanylphenothiazine;hydrochloride,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC.Cl,130-61-0,Positive,in vivo
10-[3-(4-methylpiperazin-1-yl)propyl]-2-(trifluoromethyl)phenothiazine;dihydrochloride,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F.Cl.Cl,440-17-5,Positive,in vitro
10-Azabenzo(a)pyrene,C1=CC2=C3C(=C1)C=CC4=C5C(=CC(=C43)C=C2)C=CC=N5,189-92-4,Positive,in vitro
"10-butanoyl-1,8-dihydroxy-10H-anthracen-9-one",CCCC(=O)C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=CC=C3O,75464-11-8,Negative,in vitro
"10-methyl-1,3,8-triazatricyclo[7.4.0.02,7]trideca-2(7),3,5,8,10,12-hexaen-4-amine",CC1=CC=CN2C1=NC3=C2N=C(C=C3)N,49971,Positive,In Vivo
"10-methyl-1,3,8-triazatricyclo[7.4.0.02,7]trideca-2(7),3,5,8,10,12-hexaen-4-amine",CC1=CC=CN2C1=NC3=C2N=C(C=C3)N,67730-11-4,Positive,in vitro
10-methylacridin-10-ium-4-amine;chloride,C[N+]1=C2C(=CC3=CC=CC=C31)C=CC=C2N.[Cl-],,Positive,in vitro
10-methylbenzo[a]anthracene,CC1=CC2=CC3=C(C=CC4=CC=CC=C43)C=C2C=C1,2381-15-9,Positive,in vitro
10H-phenothiazine,C1=CC=C2C(=C1)NC3=CC=CC=C3S2,92-84-2,Positive,in vitro
11-aminoundecanoic acid,C(CCCCCN)CCCCC(=O)O,17083,Negative,In Vivo
11-aminoundecanoic acid,C(CCCCCN)CCCCC(=O)O,17083,Positive,In Vivo
11-aminoundecanoic acid,C(CCCCCN)CCCCC(=O)O,2432-99-7,Negative,in vitro
"11-ethyl-15,16-dihydrocyclopenta[a]phenanthren-17-one",CCC1=CC2=C(CCC2=O)C3=C1C4=CC=CC=C4C=C3,,Positive,in vitro
"11-fluoro-7,12-dimethylbenzo[a]anthracene",CC1=C2C=CC=C(C2=C(C3=C1C=CC4=CC=CC=C43)C)F,,Positive,in vitro
"11-hexoxy-15,16-dihydrocyclopenta[a]phenanthren-17-one",CCCCCCOC1=C2C(=C3CCC(=O)C3=C1)C=CC4=CC=CC=C42,154201,Negative,In Vivo
"11-methoxy-16,17-dihydro-15H-cyclopenta[a]phenanthrene",COC1=C2C(=C3CCCC3=C1)C=CC4=CC=CC=C42,154203,Positive,In Vivo
11-methoxy-17-methyl-15H-cyclopenta[a]phenanthrene,CC1=CCC2=C3C=CC4=CC=CC=C4C3=C(C=C12)OC,5831-12-9,Positive,in vitro
"11-methoxy-6,8,16,20-tetraoxapentacyclo[10.8.0.02,9.03,7.013,18]icosa-1,4,9,11,13(18)-pentaene-17,19-dione",COC1=C2C3=C(C(=O)OCC3)C(=O)OC2=C4C5C=COC5OC4=C1,1165-39-5,Positive,in vitro
"11-methoxy-7-methyl-15,16-dihydrocyclopenta[a]phenanthren-17-one",CC1=CC2=CC=CC=C2C3=C(C=C4C(=C13)CCC4=O)OC,,Positive,in vitro
"11-methyl-15,16-dihydrocyclopenta[a]phenanthren-17-one",CC1=CC2=C(CCC2=O)C3=C1C4=CC=CC=C4C=C3,3034752,Positive,In Vivo
"11-methyl-15,16-dihydrocyclopenta[a]phenanthren-17-one",CC1=CC2=C(CCC2=O)C3=C1C4=CC=CC=C4C=C3,892-17-1,Positive,in vivo
"11-methyl-15,16-dihydrocyclopenta[a]phenanthren-17-one",CC1=CC2=C(CCC2=O)C3=C1C4=CC=CC=C4C=C3,892-17-1,Positive,in vitro
"11-methyl-16,17-dihydrocyclopenta[a]phenanthren-15-one",CC1=CC2=C(C(=O)CC2)C3=C1C4=CC=CC=C4C=C3,,Positive,in vitro
"11-methyl-3,4-dihydro-2H-chrysen-1-one",CC1=CC2=C(CCCC2=O)C3=C1C4=CC=CC=C4C=C3,,Positive,in vitro
"11-methyl-9,13-dioxa-5-azatetracyclo[8.7.0.02,7.012,16]heptadeca-1(10),2(7),3,5,11,14,16-heptaen-8-one",CC1=C2C(=CC3=C1OC(=O)C4=C3C=CN=C4)C=CO2,85878-63-3,Positive,in vitro
11-methylbenzo[a]anthracene,CC1=C2C=C3C(=CC2=CC=C1)C=CC4=CC=CC=C43,6111-78-0,Negative,in vitro
"11,12-dihydrobenzo[a]pyrene-11,12-diol",C1=CC=C2C(=C1)C=C3C=CC4=C5C3=C2C(C(C5=CC=C4)O)O,28622-86-8,Negative,in vitro
"11,12-dimethyl-15,16-dihydrocyclopenta[a]phenanthren-17-one",CC1=C(C2=C(C=CC3=CC=CC=C32)C4=C1C(=O)CC4)C,,Positive,in vitro
"11,12,17-trimethyl-15H-cyclopenta[a]phenanthrene",CC1=CCC2=C1C(=C(C3=C2C=CC4=CC=CC=C43)C)C,5831-11-8,Positive,in vitro
"11,17-dimethyl-15H-cyclopenta[a]phenanthrene",CC1=CCC2=C1C=C(C3=C2C=CC4=CC=CC=C43)C,5831-10-7,Positive,in vitro
"11,17-dimethyl-16,17-dihydro-15H-cyclopenta[a]phenanthrene",CC1CCC2=C1C=C(C3=C2C=CC4=CC=CC=C43)C,,Positive,in vitro
"12-azapentacyclo[11.8.0.02,11.03,8.016,21]henicosa-1(13),2(11),3,5,7,9,14,16,18,20-decaene",C1=CC=C2C(=C1)C=CC3=C2C4=C(N3)C=CC5=CC=CC=C54,9134,Positive,In Vivo
"12-azapentacyclo[11.8.0.02,11.03,8.016,21]henicosa-1(13),2(11),3,5,7,9,14,16,18,20-decaene",C1=CC=C2C(=C1)C=CC3=C2C4=C(N3)C=CC5=CC=CC=C54,194-59-2,Positive,in vivo
12-methylbenzo[a]anthracene,CC1=C2C(=CC3=CC=CC=C13)C=CC4=CC=CC=C42,2422-79-9,Positive,in vitro
12-methylbenzo[a]anthracene-7-carbaldehyde,CC1=C2C(=C(C3=CC=CC=C13)C=O)C=CC4=CC=CC=C42,25894,Positive,In Vivo
"12,14-diethoxy-1,9-dimethyl-4-methylidene-6,13-dioxatricyclo[8.4.0.03,7]tetradecan-5-one",CCOC1CC2C(CC3C(CC2(C(O1)OCC)C)C(=C)C(=O)O3)C,,Positive,in vitro
"12,14-dihydroxy-1,4,9-trimethyl-6,13-dioxatricyclo[8.4.0.03,7]tetradecan-5-one",CC1CC2C(CC3(C1CC(OC3O)O)C)C(C(=O)O2)C,,Positive,in vitro
"12,17-dimethyl-15H-cyclopenta[a]phenanthrene",CC1=CCC2=C1C(=CC3=C2C=CC4=CC=CC=C43)C,5831-09-04,Positive,in vitro
"13-azapentacyclo[12.8.0.03,12.04,9.017,22]docosa-1(14),2,4,6,8,10,12,15,17,19,21-undecaene",C1=CC=C2C(=C1)C=CC3=NC4=C(C=C32)C5=CC=CC=C5C=C4,9177,Positive,In Vivo
"13-azapentacyclo[12.8.0.03,12.04,9.017,22]docosa-1(14),2,4,6,8,10,12,15,17,19,21-undecaene",C1=CC=C2C(=C1)C=CC3=NC4=C(C=C32)C5=CC=CC=C5C=C4,224-42-0,Positive,in vivo
"13-azapentacyclo[12.8.0.03,12.04,9.017,22]docosa-1(14),2,4,6,8,10,12,15,17,19,21-undecaene",C1=CC=C2C(=C1)C=CC3=NC4=C(C=C32)C5=CC=CC=C5C=C4,9177,Negative,In Vivo
"13-azapentacyclo[12.8.0.03,12.04,9.017,22]docosa-1(14),2,4,6,8,10,12,15,17,19,21-undecaene",C1=CC=C2C(=C1)C=CC3=NC4=C(C=C32)C5=CC=CC=C5C=C4,224-42-0,Positive,in vitro
"14-nitronaphtho[1,2-b]phenanthrene",C1=CC=C2C(=C1)C=CC3=C2C=C4C=CC5=CC=CC=C5C4=C3[N+](=O)[O-],148989,Positive,In Vivo
"15,16-dihydrocyclopenta[a]phenanthren-17-one",C1CC(=O)C2=C1C3=C(C=C2)C4=CC=CC=C4C=C3,786-66-3,Positive,in vitro
"16-hydroxy-11-methyl-15,16-dihydrocyclopenta[a]phenanthren-17-one",CC1=CC2=C(CC(C2=O)O)C3=C1C4=CC=CC=C4C=C3,,Positive,in vitro
"16,17-dihydro-15H-cyclopenta[a]phenanthren-11-ol",C1CC2=CC(=C3C(=C2C1)C=CC4=CC=CC=C43)O,154202,Positive,In Vivo
"16,17-dihydrocyclopenta[a]phenanthren-15-one",C1CC(=O)C2=C1C=CC3=C2C=CC4=CC=CC=C43,,Positive,in vitro
"16,19-dimethyl-4-oxapentacyclo[9.8.0.02,8.03,5.012,17]nonadeca-1(11),2(8),9,12,14,16,18-heptaene-6,7-diol",CC1=C2C=C(C3=C(C2=CC=C1)C=CC4=C3C5C(O5)C(C4O)O)C,132251,Positive,In Vivo
17-Beta-Estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,50-28-2,Positive,in vitro
"17-methyl-16,17-dihydro-15H-cyclopenta[a]phenanthrene",CC1CCC2=C1C=CC3=C2C=CC4=CC=CC=C43,,Positive,in vitro
17-methyl-17H-cyclopenta[a]phenanthrene,CC1C=CC2=C1C=CC3=C2C=CC4=CC=CC=C43,3353-08-0,Positive,in vitro
"17-methyl-4-oxahexacyclo[12.6.1.02,12.03,5.06,11.018,21]henicosa-1(21),2(12),6,8,10,13,15,17-octaene",CC1=C2CCC3=C2C(=CC4=C3C5C(O5)C6=CC=CC=C64)C=C1,3416-21-5,Positive,in vitro
17H-cyclopenta[a]phenanthrene,C1C=CC2=C1C=CC3=C2C=CC4=CC=CC=C43,0219-08-09,Positive,in vitro
"18-oxahexacyclo[10.7.2.03,8.09,20.016,21.017,19]henicosa-1,3,5,7,9(20),10,12(21),13,15-nonaene",C1=CC=C2C3=C4C(=CC2=C1)C5C(O5)C6=CC=CC(=C64)C=C3,37574-47-3,Positive,in vitro
"19-methyl-3-oxapentacyclo[9.8.0.02,4.05,10.013,18]nonadeca-1(19),5,7,9,11,13,15,17-octaene",CC1=C2C3C(O3)C4=CC=CC=C4C2=CC5=CC=CC=C15,1155-38-0,Positive,in vivo
"19-methyl-3-oxapentacyclo[9.8.0.02,4.05,10.013,18]nonadeca-1(19),5,7,9,11,13,15,17-octaene",CC1=C2C3C(O3)C4=CC=CC=C4C2=CC5=CC=CC=C15,1155-38-0,Positive,in vitro
"19-propyl-4-oxapentacyclo[9.8.0.02,8.03,5.012,17]nonadeca-1(11),2(8),9,12,14,16,18-heptaene-6,7-diol",CCCC1=CC2=CC=CC=C2C3=C1C4=C(C=C3)C(C(C5C4O5)O)O,147448,Negative,In Vivo
"1a,9b-dihydrophenanthro[9,10-b]oxirene",C1=CC=C2C(=C1)C3C(O3)C4=CC=CC=C42,585-08-0,Negative,in vitro
"1H-1,2,4-triazol-5-amine",C1=NNC(=N1)N,1639,Negative,In Vivo
"1H-1,2,4-triazol-5-amine",C1=NNC(=N1)N,61-82-5,Negative,in vivo
"1H-1,2,4-triazol-5-amine",C1=NNC(=N1)N,1639,Positive,In Vivo
"1H-1,2,4-triazol-5-amine",C1=NNC(=N1)N,61-82-5,Positive,in vivo
"1H-1,2,4-triazol-5-amine",C1=NNC(=N1)N,61-82-5,Negative,in vitro
1H-imidazol-2-ylsulfanylmethanol,C1=CN=C(N1)SCO,,Negative,in vitro
1H-indazol-5-amine;hydrochloride,C1=CC2=C(C=C1N)C=NN2.Cl,64309-76-8,Positive,in vivo
"1H-pyrimidine-2,4-dione",C1=CNC(=O)NC1=O,1174,Negative,In Vivo
"1H-pyrimidine-2,4-dione",C1=CNC(=O)NC1=O,1174,Positive,In Vivo
1H-quinolin-2-one,C1=CC=C2C(=C1)C=CC(=O)N2,59-31-4,Negative,in vitro
1H-quinolin-4-one,C1=CC=C2C(=C1)C(=O)C=CN2,611-36-9,Negative,in vitro
2- Biphenylamine (free base and HCl salt),C1=CC=C(C=C1)C2=CC=CC=C2N,90-41-5,Positive,in vitro
2-(1-Naphthyl)acetamide,NC(=O)Cc1cccc2ccccc12,86-86-2,Negative,in vivo
2-(1-Naphthyl)acetamide,NC(=O)Cc1cccc2ccccc12,86-86-2,Negative,in vitro
"2-(1,3-Dihydro-3-oxo-2H-indol-2-ylidene)-1,2 dihydro-3H-indol-3-one",C1=CC=C2C(=C1)C(=C(N2)C3=NC4=CC=CC=C4C3=O)O,482-89-3,Negative,in vitro
"2-(1,8-diethyl-4,9-dihydro-3H-pyrano[3,4-b]indol-1-yl)acetic acid",CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O,3308,Negative,In Vivo
2-(10-methylanthracen-9-yl)oxirane,CC1=C2C=CC=CC2=C(C3=CC=CC=C13)C4CO4,66842-42-0,Positive,in vitro
"2-(2-amino-4-nitroanilino)-2-(hydroxymethyl)propane-1,3-diol",C1=CC(=C(C=C1[N+](=O)[O-])N)NC(CO)(CO)CO,5484182,Negative,In Vivo
"2-(2-amino-4-nitroanilino)-2-(hydroxymethyl)propane-1,3-diol",C1=CC(=C(C=C1[N+](=O)[O-])N)NC(CO)(CO)CO,5484182,Positive,In Vivo
2-(2-aminoethyldisulfanyl)ethanamine;dihydrochloride,C(CSSCCN)N.Cl.Cl,56-17-7,Positive,in vitro
2-(2-dimethoxyphosphorylsulfanylethylsulfanyl)-N-methylpropanamide,CC(C(=O)NC)SCCSP(=O)(OC)OC,2275-23-2,Positive,in vitro
2-(2-ethylhexoxycarbonyl)benzoic acid,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)O,4376-20-9,Negative,in vitro
2-(2-hydroxyethoxy)ethanol,C(COCCO)O,8117,Negative,In Vivo
2-(2-hydroxyethylamino)ethanol,C(CO)NCCO,8113,Positive,In Vivo
2-(2-hydroxyethylamino)ethanol,C(CO)NCCO,8113,Negative,In Vivo
2-(2-methyl-5-nitroimidazol-1-yl)ethanol,CC1=NC=C(N1CCO)[N+](=O)[O-],4173,Positive,In Vivo
2-(2-methyl-5-nitroimidazol-1-yl)ethanol,CC1=NC=C(N1CCO)[N+](=O)[O-],443-48-1,Positive,in vivo
2-(2-methyl-5-nitroimidazol-1-yl)ethanol,CC1=NC=C(N1CCO)[N+](=O)[O-],443-48-1,Negative,in vitro
2-(2-nitrophenyl)acetic acid,C1=CC=C(C(=C1)CC(=O)O)[N+](=O)[O-],3740-52-1,Positive,in vitro
"2-(2,2-DIMETHYLHYDRAZINO)-4-(5-NITRO-2-FURYL)THIAZOLE",CN(C)NC1=NC(=CS1)C2=CC=C(O2)[N+](=O)[O-],26049-69-4,Positive,In vivo
"2-(2,2-Dimethylhydrazino)-4-(5-nitro-2-furyl)thiazole",CN(C)NC1=NC(=CS1)C2=CC=C(O2)[N+](=O)[O-],26049-69-4,Positive,in vitro
"2-(2,4-dichlorophenoxy)acetic acid",C1=CC(=C(C=C1Cl)Cl)OCC(=O)O,1486,Negative,In Vivo
"2-(2,4-dichlorophenoxy)acetic acid",C1=CC(=C(C=C1Cl)Cl)OCC(=O)O,94-75-7,Negative,in vitro
"2-(2,4-dichlorophenoxy)acetic acid;1,1,1,3,3,3-hexachloropropan-2-one;N-methylmethanamine",CNC.C1=CC(=C(C=C1Cl)Cl)OCC(=O)O.C(=O)(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,75492608,Positive,In Vivo
"2-(2,4-dichlorophenoxy)acetic acid;1,1,1,3,3,3-hexachloropropan-2-one;N-methylmethanamine",CNC.C1=CC(=C(C=C1Cl)Cl)OCC(=O)O.C(=O)(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,75492608,Negative,In Vivo
"2-(2,4-difluorophenyl)-1,3-bis(1,2,4-triazol-1-yl)propan-2-ol",C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,3365,Negative,In Vivo
"2-(2,4-difluorophenyl)-1,3-bis(1,2,4-triazol-1-yl)propan-2-ol",C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,3365,Positive,In Vivo
"2-(2,4,5-trichlorophenoxy)acetic acid",C1=C(C(=CC(=C1Cl)Cl)Cl)OCC(=O)O,93-76-5,Negative,in vitro
"2-(2,4,5-TRICHLOROPHENOXY)PROPIONIC ACID",CC(C(=O)O)OC1=CC(=C(C=C1Cl)Cl)Cl,93-72-1,Negative,In vivo
"2-(2,5-dihydroxy-4-methyl-3,6-dioxocyclohexa-1,4-dien-1-yl)-3,6-dihydroxy-5-methylcyclohexa-2,5-diene-1,4-dione",CC1=C(C(=O)C(=C(C1=O)O)C2=C(C(=O)C(=C(C2=O)O)C)O)O,475-54-7,Negative,in vitro
"2-(2,6-dioxopiperidin-3-yl)isoindole-1,3-dione",C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,50-35-1,Negative,in vivo
"2-(2,6-dioxopiperidin-3-yl)isoindole-1,3-dione",C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,50-35-1,Negative,in vitro
2-(3-chlorophenyl)oxirane,C1C(O1)C2=CC(=CC=C2)Cl,20697-04-05,Positive,in vitro
2-(3-hydroxy-1H-indol-2-yl)indol-3-one,C1=CC=C2C(=C1)C(=C(N2)C3=NC4=CC=CC=C4C3=O)O,482-89-3,Negative,in vitro
2-(3-methoxyphenyl)oxirane,COC1=CC=CC(=C1)C2CO2,32017-77-9,Negative,in vitro
"2-(3-methyl-1,2-dihydrobenzo[j]aceanthrylen-11-yl)phenol",CC1=C2CCC3=C2C(=CC4=C3C=C(C5=CC=CC=C54)C6=CC=CC=C6O)C=C1,,Negative,in vitro
2-(3-methylphenyl)oxirane,CC1=CC(=CC=C1)C2CO2,20697-03-04,Positive,in vitro
"2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one",C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,117-39-5,Negative,in vivo
"2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one",C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,5280343,Negative,In Vivo
"2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one",C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,5280343,Positive,In Vivo
"2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one",C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,117-39-5,Positive,in vitro
"2-(3,4-dihydroxyphenyl)-5-hydroxy-3,6,7,8-tetramethoxychromen-4-one",COC1=C(C(=C2C(=C1O)C(=O)C(=C(O2)C3=CC(=C(C=C3)O)O)OC)OC)OC,81943-52-4,Positive,in vitro
"2-(3,4-dimethylphenyl)oxirane",CC1=C(C=C(C=C1)C2CO2)C,1855-36-3,Positive,in vitro
"2-(3,5-dimethylphenyl)oxirane",CC1=CC(=CC(=C1)C2CO2)C,80648-26-6,Positive,in vitro
2-(4-acetamidophenyl)acetic acid,CC(=O)NC1=CC=C(C=C1)CC(=O)O,2018,Negative,In Vivo
2-(4-amino-2-nitroanilino)ethanol,C1=CC(=C(C=C1N)[N+](=O)[O-])NCCO,3465817,Negative,In Vivo
"2-(4-amino-3,5-dichloro-6-fluoropyridin-2-yl)oxyacetic acid",C(C(=O)O)OC1=NC(=C(C(=C1Cl)N)Cl)F,50465,Negative,In Vivo
2-(4-aminophenyl)sulfonylguanidine,C1=CC(=CC=C1N)S(=O)(=O)N=C(N)N,57-67-0,Negative,in vitro
2-(4-bromophenyl)oxirane,C1C(O1)C2=CC=C(C=C2)Br,32017-76-8,Positive,in vitro
2-(4-butoxyphenyl)-N-hydroxyacetamide,CCCCOC1=CC=C(C=C1)CC(=O)NO,2438-72-4,Positive,in vitro
2-(4-chloro-2-methylphenoxy)acetic acid,CC1=C(C=CC(=C1)Cl)OCC(=O)O,7204,Negative,In Vivo
2-(4-chloro-2-methylphenoxy)acetic acid,CC1=C(C=CC(=C1)Cl)OCC(=O)O,94-74-6,Negative,in vitro
2-(4-chloro-2-methylphenoxy)propanoic acid,CC1=C(C=CC(=C1)Cl)OC(C)C(=O)O,7153,Negative,In Vivo
2-(4-chloro-2-methylphenoxy)propanoic acid,CC1=C(C=CC(=C1)Cl)OC(C)C(=O)O,7153,Positive,In Vivo
2-(4-chloro-2-methylphenoxy)propanoic acid,CC1=C(C=CC(=C1)Cl)OC(C)C(=O)O,93-65-2,Positive,in vitro
2-(4-chlorophenyl)-2-oxoacetic acid,C1=CC(=CC=C1C(=O)C(=O)O)Cl,7099-88-9,Negative,in vitro
2-(4-chlorophenyl)-N-[2-(3-methoxy-4-prop-2-ynoxyphenyl)ethyl]-2-prop-2-ynoxyacetamide,COC1=C(C=CC(=C1)CCNC(=O)C(C2=CC=C(C=C2)Cl)OCC#C)OCC#C,11292824,Negative,In Vivo
2-(4-hydroxyanilino)acetic acid,C1=CC(=CC=C1NCC(=O)O)O,122-87-2,Positive,in vitro
2-(4-methylphenyl)oxirane,CC1=CC=C(C=C1)C2CO2,13107-39-6,Positive,in vitro
2-(4-methylpiperazin-1-yl)-N-[(E)-(5-nitrofuran-2-yl)methylideneamino]acetamide,CN1CCN(CC1)CC(=O)N/N=C/C2=CC=C(O2)[N+](=O)[O-],24632-47-1,Negative,in vivo
2-(4-methylpiperazin-1-yl)-N-[(E)-(5-nitrofuran-2-yl)methylideneamino]acetamide,CN1CCN(CC1)CC(=O)N/N=C/C2=CC=C(O2)[N+](=O)[O-],24632-47-1,Negative,in vitro
2-(4-methylpiperazin-1-yl)acetohydrazide,CN1CCN(CC1)CC(=O)NN,24632-44-8,Negative,in vitro
2-(4-nitrophenoxy)oxirane,C1C(O1)OC2=CC=C(C=C2)[N+](=O)[O-],124682,Positive,In Vivo
2-(4-nitrophenyl)oxirane,C1C(O1)C2=CC=C(C=C2)[N+](=O)[O-],6388-74-5,Positive,in vitro
